Nome do Programa,Código do Programa,Nome da IES,Sigla da IES,UF,ME,DO,MP,DP,Av.Capes
MATEMÁTICA,24009016012P7,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,PB,4,-,-,-,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
MATEMÁTICA,24001015035P6,"UNIVERSIDADE FEDERAL DA PARAÍBA, JOÃO PESSOA",UFPB-JP,PB,4,4,-,-,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
MATEMÁTICA,22001018003P1,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,CE,7,7,-,-,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
MATEMÁTICA,21001014021P7,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,FUFPI,PI,4,4,-,-,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
MATEMÁTICA,12001015015P1,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,AM,4,-,-,-,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
MATEMÁTICA,33001014007P8,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,SP,4,4,-,-,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
MATEMÁTICA,27001016177P3,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,FUFSE,SE,3,-,-,-,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
MATEMÁTICA,53001010003P2,UNIVERSIDADE DE BRASÍLIA,UNB,DF,7,7,-,-,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
MATEMÁTICA,52001016001P3,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,GO,4,4,-,-,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
MATEMÁTICA,42002010034P0,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,RS,3,-,-,-,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
MATEMÁTICA,42001013003P8,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,RS,5,5,-,-,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
MATEMÁTICA,40004015013P7,UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,PR,5,5,-,-,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA
