Nome do Programa,Código do Programa,Nome da IES,Sigla da IES,UF,ME,DO,MP,DP,Av.Capes
COMUNICAÇÃO,31003010040P6,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,RJ,6,6,-,-,COMUNICACÃO E INFORMAÇÃO
COMUNICAÇÃO,31001017064P6,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,RJ,7,7,-,-,COMUNICACÃO E INFORMAÇÃO
COMUNICAÇÃO,25001019054P3,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,PE,5,5,-,-,COMUNICACÃO E INFORMAÇÃO
COMUNICAÇÃO,50001019175P6,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,MT,A,-,-,-,COMUNICACÃO E INFORMAÇÃO
COMUNICAÇÃO,22001018063P4,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,CE,4,4,-,-,COMUNICACÃO E INFORMAÇÃO
COMUNICAÇÃO,20001010046P7,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,MA,A,-,-,-,COMUNICACÃO E INFORMAÇÃO
COMUNICAÇÃO,13001019040P9,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA,UFRR,RR,A,-,-,-,COMUNICACÃO E INFORMAÇÃO
Comunicação,40001016071P8,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,PR,4,4,-,-,COMUNICACÃO E INFORMAÇÃO
Comunicação,21001014026P9,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,FUFPI,PI,3,-,-,-,COMUNICACÃO E INFORMAÇÃO
Comunicação,27001016041P4,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,FUFSE,SE,3,-,-,-,COMUNICACÃO E INFORMAÇÃO
Comunicação,51001012031P7,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,MS,3,-,-,-,COMUNICACÃO E INFORMAÇÃO
COMUNICAÇÃO ,20001010048P0,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,MA,-,-,A,-,COMUNICACÃO E INFORMAÇÃO
"Comunicação, Cultura e Amazônia",15001016062P8,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,PA,4,4,-,-,COMUNICACÃO E INFORMAÇÃO
