Nome do Programa,Código do Programa,Nome da IES,Sigla da IES,UF,ME,DO,MP,DP,Av.Capes
Ciências Agrárias,21001014023P0,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,FUFPI,PI,4,4,-,-,CIENCIAS AGRARIAS I
Ciências Agrárias,40004015039P6,UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,PR,3,-,-,-,CIENCIAS AGRARIAS I
Ciências Agrárias - Agronomia,52010015004P8,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",IFGOIANO,GO,5,5,-,-,CIENCIAS AGRARIAS I
Ciências Agrárias (Agroecologia),24001015064P6,"UNIVERSIDADE FEDERAL DA PARAÍBA, JOÃO PESSOA",UFPB-JP,PB,3,-,-,-,CIENCIAS AGRARIAS I
CIÊNCIAS AGRÁRIAS (FISIOLOGIA VEGETAL),32002017005P9,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,MG,7,7,-,-,CIENCIAS AGRARIAS I
CIÊNCIAS AMBIENTAIS E FLORESTAIS,31002013011P6,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UFRRJ,RJ,4,4,-,-,CIENCIAS AGRARIAS I
CIÊNCIAS BIOLÓGICAS (MICROBIOLOGIA APLICADA),33004137041P2,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, RIO CLARO",UNESP-RC,SP,5,5,-,-,CIENCIAS AGRARIAS I
CIÊNCIAS DE FLORESTAS TROPICAIS,12002011006P9,INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA,INPA,AM,5,5,-,-,CIENCIAS AGRARIAS I
CIÊNCIAS (ENERGIA NUCLEAR NA AGRICULTURA),33002061001P3,CENTRO DE ENERGIA NUCLEAR NA AGRICULTURA - USP,USP-CENA,SP,7,7,-,-,CIENCIAS AGRARIAS I
CIÊNCIAS FLORESTAIS,24009016021P6,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,PB,3,-,-,-,CIENCIAS AGRARIAS I
CIÊNCIAS FLORESTAIS,30001013032P4,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,ES,4,4,-,-,CIENCIAS AGRARIAS I
CIÊNCIAS FLORESTAIS,25003011013P8,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,PE,4,4,-,-,CIENCIAS AGRARIAS I
CIÊNCIAS FLORESTAIS,32001010177P8,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,MG,A,-,-,-,CIENCIAS AGRARIAS I
CIÊNCIAS FLORESTAIS,53001010046P3,UNIVERSIDADE DE BRASÍLIA,UNB,DF,3,3,-,-,CIENCIAS AGRARIAS I
CIÊNCIAS FLORESTAIS,40014010004P0,UNIVERSIDADE ESTADUAL DO CENTRO-OESTE,UNICENTRO,PR,4,4,-,-,CIENCIAS AGRARIAS I
Ciências Florestais,23001011061P4,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,RN,3,-,-,-,CIENCIAS AGRARIAS I
