Nome do Programa,Código do Programa,Nome da IES,Sigla da IES,UF,ME,DO,MP,DP,Av.Capes
DIREITO DAS MIGRAÇÕES TRANSNACIONAIS,41005015012P0,UNIVERSIDADE DO VALE DO ITAJAÍ,UNIVALI,SC,-,-,3,-,DIREITO
DIREITO E GESTÃO DE CONFLITOS,33082014006P2,UNIVERSIDADE DE ARARAQUARA,UNIARA,SP,-,-,A,-,DIREITO
DIREITO E GESTÃO DE CONFLITOS,22002014008P0,UNIVERSIDADE DE FORTALEZA,UNIFOR,CE,-,-,3,-,DIREITO
Direito e Inovação,32005016036P0,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,MG,3,-,-,-,DIREITO
DIREITO E INSTITUIÇÕES DO SISTEMA DE JUSTIÇA,20001010029P5,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,MA,3,-,-,-,DIREITO
Direito e Justiça Social,42004012027P3,UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,RS,3,-,-,-,DIREITO
DIREITO E POLÍTICAS PÚBLICAS,52001016107P6,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,GO,-,-,3,-,DIREITO
DIREITO ECONÔMICO E DESENVOLVIMENTO,53019016004P8,INSTITUTO BRASILIENSE DE DIREITO PÚBLICO,IDP,DF,-,-,A,-,DIREITO
Direito nas Relações Econômicas e Sociais,32040016001P8,FACULDADE DE DIREITO MILTON CAMPOS,FDMC,MG,3,-,-,-,DIREITO
DIREITO NEGOCIAL,40002012002P2,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,PR,4,-,-,-,DIREITO
"Direito, Políticas Públicas e Desenvolvimento Regional",15013014001P3,CENTRO UNIVERSITÁRIO DO ESTADO DO PARÁ,CESUPA,PA,3,-,-,-,DIREITO
DIREITO POLÍTICO E ECONÔMICO,33024014018P2,UNIVERSIDADE PRESBITERIANA MACKENZIE,UPM,SP,5,5,-,-,DIREITO
Direito Processual,30001013027P0,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,ES,3,-,-,-,DIREITO
DIREITO PROCESSUAL E CIDADANIA,40028011001P8,UNIVERSIDADE PARANAENSE,UNIPAR,PR,3,-,-,-,DIREITO
"DIREITO, REGULAÇÃO E POLÍTICAS PÚBLICAS",53001010111P0,UNIVERSIDADE DE BRASÍLIA,UNB,DF,-,-,A,-,DIREITO
DIREITO TRIBUTÁRIO ,35019000001P6,INSTITUTO BRASILEIRO DE ESTUDOS TRIBUTÁRIOS,IBET,SP,A,-,-,-,DIREITO
DIREITO TRIBUTÁRIO INTERNACIONAL,35016000001P3,INSTITUTO BRASILEIRO DE DIREITO TRIBUTÁRIO,IBDT,SP,-,-,3,-,DIREITO
Direitos Coletivos e Cidadania,33032017009P2,UNIVERSIDADE DE RIBEIRÃO PRETO,UNAERP,SP,4,4,-,-,DIREITO
Direitos Fundamentais,15004015007P6,UNIVERSIDADE DA AMAZÔNIA,UNAMA,PA,3,-,-,-,DIREITO
Direitos Fundamentais,32017014001P7,UNIVERSIDADE DE ITAÚNA,UI,MG,4,4,-,-,DIREITO
Direitos Humanos,27002012005P4,UNIVERSIDADE TIRADENTES,UNIT-SE,SE,4,4,-,-,DIREITO
Direitos Humanos,42024013004P7,UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL,UNIJUÍ,RS,4,4,-,-,DIREITO
"DIREITOS, INSTITUIÇÕES E NEGÓCIOS",31003010158P7,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,RJ,-,4,-,-,DIREITO
DIREITOS SOCIAIS E PROCESSOS REIVINDICATÓRIOS,53023013002P9,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA,IESB,DF,-,-,3,-,DIREITO
FUNÇÃO SOCIAL DO DIREITO,33136017001P4,FACULDADE AUTÔNOMA DE DIREITO,FADISP,SP,4,4,-,-,DIREITO
"Instituições Sociais, Direito e Democracia",32053010002P5,UNIVERSIDADE FUMEC,FUMEC,MG,4,-,-,-,DIREITO
SISTEMA CONSTITUCIONAL DE GARANTIA DE DIREITOS,33105014001P2,CENTRO UNIVERSITÁRIO DE BAURU,ITE,SP,4,4,-,-,DIREITO
